-0.000260058,0.45006115,0.89972519,-0.500083228,0.500830164,0.500022917,0.499062114
0.000330858,0.450034133,0.449916682,-0.500365652,0.499745428,0.499093812,0.500793459
-1.34E-06,7.32E-05,0.500035759,-0.270268542,0.27120521,0.654065076,0.652381426
-6.62E-05,-0.149653155,0.749902885,-0.270922788,0.271756329,0.653234951,0.652712372
0.000473531,0.949830209,0.549887599,0.654465927,-0.652696729,-0.269592069,-0.270150784
0.000428994,0.84986228,0.399838859,0.654156379,-0.652780254,-0.269857724,-0.270433318
0.450285766,0.449778342,0.399727833,-0.269174722,0.653699324,0.653834396,0.269671552
0.600245422,0.449671184,0.650060947,-0.269307395,0.653890931,0.653315278,0.270331878
-0.599588746,0.450155315,0.650530422,-0.653692946,0.269470652,0.270267526,0.653472697
-0.399819598,0.450129712,0.450201553,-0.653328415,0.271238952,0.271981704,0.652393566
